link,title
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/121/452c9e6c-61ee-57a6-9939-a47f01fec8b3_1280x720.mp4,Whiteside Bad Pass Turnover (P1.T1)#@#Caruso STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/130/f333fdae-1995-f9b9-96dd-229b6486cb10_1280x720.mp4,Nurkic Bad Pass Turnover (P1.T2)#@#Davis STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/331/723ab2f3-3af2-96d0-09ef-5b3bc452f42a_1280x720.mp4,McCollum Lost Ball Turnover (P1.T4)#@#Caldwell-Pope STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/419/c8b76915-d903-35d5-fc14-7129e0a67719_1280x720.mp4,McCollum Lost Ball Turnover (P2.T6)#@#Caldwell-Pope STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/503/07239476-bcda-da11-8c54-6a6395269f4c_1280x720.mp4,McCollum Lost Ball Turnover (P3.T7)#@#Davis STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/522/bdb91e6c-ce0c-5093-6361-c489d36f7614_1280x720.mp4,Anthony Lost Ball Turnover (P1.T8)#@#Caruso STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/545/51660220-b769-4602-9e0e-38827a38698d_1280x720.mp4,Lillard Lost Ball Turnover (P1.T9)#@#Caruso STEAL (3 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/614/b6980401-34ce-3a8c-d4bc-4b20c331ef81_1280x720.mp4,McCollum Lost Ball Turnover (P4.T12)#@#James STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/618/4f5c27f8-1636-3118-6b02-859abf8f4dfd_1280x720.mp4,Lillard Bad Pass Turnover (P2.T13)#@#Howard STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/687/08eb36b4-1eaf-11c4-6f0f-25c98df05d9d_1280x720.mp4,McCollum Bad Pass Turnover (P5.T15)#@#Caldwell-Pope STEAL (3 STL)
https://videos.nba.com/nba/pbp/media/2020/08/18/0041900141/712/219a8dc9-b2ab-8c3d-f5e1-ed115fea59b0_1280x720.mp4,Nurkic Lost Ball Turnover (P3.T16)#@#Green STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/30/c3edbd48-8ec4-f238-8d62-4701afdbd1dc_1280x720.mp4,Lillard Lost Ball Turnover (P1.T1)#@#Green STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/89/a4528910-7f24-9830-1de9-e53661884d45_1280x720.mp4,Whiteside Bad Pass Turnover (P1.T3)#@#Green STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/141/04970466-99a8-5988-6b11-b3c068f25b6d_1280x720.mp4,Lillard Bad Pass Turnover (P2.T4)#@#James STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/354/f6d240d3-0dba-4234-2cc2-325404f90d68_1280x720.mp4,McCollum Bad Pass Turnover (P1.T9)#@#Davis STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/385/231c9374-3316-9aba-958a-a80a1393acd4_1280x720.mp4,Whiteside Bad Pass Turnover (P2.T10)#@#Green STEAL (3 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/424/1fd819a6-6a8d-3b37-6f66-08b380d7a409_1280x720.mp4,Lillard Lost Ball Turnover (P4.T12)#@#Green STEAL (4 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/446/133b34a9-8f7d-f3bd-477e-79de9b179341_1280x720.mp4,Trent Jr. Lost Ball Turnover (P2.T13)#@#Caruso STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/491/81d4cf37-a496-62e1-f28f-75c61bf6438a_1280x720.mp4,Hezonja Lost Ball Turnover (P1.T15)#@#James STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/20/0041900142/589/08d2aa96-adbd-4e09-0ce2-482f3b631c91_1280x720.mp4,Simons Lost Ball Turnover (P1.T17)#@#Waiters STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/15/224136cf-ad74-1a41-97dd-d10e9630b12a_1280x720.mp4,Nurkic Bad Pass Turnover (P1.T1)#@#James STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/32/2b2756e8-3ade-e7a5-5896-8380e2872c0f_1280x720.mp4,Lillard Bad Pass Turnover (P1.T2)#@#McGee STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/159/0304c7d5-9320-2eea-b028-84c55c1db84e_1280x720.mp4,Lillard Lost Ball Turnover (P2.T4)#@#Davis STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/228/7f8088a7-4d72-9c05-5365-3d2ea187ee78_1280x720.mp4,Nurkic Lost Ball Turnover (P2.T5)#@#Kuzma STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/342/a70db83a-ed72-7bfa-05b2-263593ac0f9a_1280x720.mp4,Lillard Lost Ball Turnover (P3.T6)#@#Davis STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/22/0041900143/433/2461be23-3e0a-c9ac-5939-e401e2c04d2e_1280x720.mp4,Anthony Lost Ball Turnover (P1.T9)#@#James STEAL (2 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/30/d28e43cf-7a1e-173d-f4b6-aac7574b5342_1280x720.mp4,Nurkic Lost Ball Turnover (P1.T1)#@#Davis STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/246/0c6b699f-96db-847a-4578-d556dc34bf47_1280x720.mp4,Anthony Lost Ball Turnover (P2.T5)#@#Smith STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/263/cd39148b-facb-7ba8-37a1-183383703b5a_1280x720.mp4,Lillard Bad Pass Turnover (P1.T6)#@#Morris STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/325/3e41a0d5-f385-5158-37db-b3dc618935a4_1280x720.mp4,Nurkic Bad Pass Turnover (P3.T8)#@#Green STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/621/e7dc8826-02cc-0183-2c26-7dbc365b0709_1280x720.mp4,Hezonja Lost Ball Turnover (P1.T14)#@#Dudley STEAL (1 STL)
https://videos.nba.com/nba/pbp/media/2020/08/24/0041900144/648/c8b43fd7-8daa-8ebf-2184-46ecafdf4a52_1280x720.mp4,Gabriel Lost Ball Turnover (P2.T16)#@#Dudley STEAL (2 STL)
