link,title
https://videos.nba.com/nba/pbp/media/2022/10/20/0022200015/17/690c39d3-e33f-e922-b6a4-9f32b6ac1e35_1280x720.mp4,Lopez REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/9/b43d7170-5545-a838-23ca-c33bfe63b030_1280x720.mp4,Tucker REBOUND (Off:1 Def:0)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/11/bcc6b978-6a6e-6515-a447-5e08d33eeea5_1280x720.mp4,Embiid REBOUND (Off:1 Def:0)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/19/b99fc3f7-6053-af89-c4c1-defd5fa83cfc_1280x720.mp4,Maxey REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/22/6c120f49-0954-5d85-17a2-a37584705785_1280x720.mp4,Harden REBOUND (Off:1 Def:0)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/33/35627d56-38e0-41be-3cde-c706dddff628_1280x720.mp4,Embiid REBOUND (Off:1 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/43/6283d273-faee-2361-eb58-91c438732322_1280x720.mp4,Tucker REBOUND (Off:1 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/45/96d7b0c6-bb44-b75b-1fc8-605c09c07035_1280x720.mp4,Harris REBOUND (Off:1 Def:0)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/54/670286cc-6977-62ae-1106-511b689b1708_1280x720.mp4,Maxey REBOUND (Off:1 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/66/31f4cbcd-cb4f-6759-2ed2-2d16b3350c23_1280x720.mp4,Tucker REBOUND (Off:2 Def:1)
https://videos.nba.com/nba/pbp/media/2023/04/15/0042200121/86/34687328-4f73-8731-f199-7efbb0e157c2_1280x720.mp4,Maxey REBOUND (Off:1 Def:2)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/11/c5ea6fa8-0468-656c-f203-1b3e234dc2d3_1280x720.mp4,Durant REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/31/8f45487c-0ea8-191c-0872-3c7ff3b8ed3e_1280x720.mp4,Thompson REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/36/bbf8e1b4-e615-5dad-f57f-fba403c5e4f4_1280x720.mp4,Iguodala REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/48/4d00a1ad-1722-b61c-17a6-c80e0b55cc23_1280x720.mp4,McGee REBOUND (Off:0 Def:1)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/52/417bcef9-70f1-3cf0-21ed-f37d6c49cbdf_1280x720.mp4,Iguodala REBOUND (Off:0 Def:2)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/57/7dc7161d-151e-1ce2-0166-df3b8b0a352d_1280x720.mp4,McGee REBOUND (Off:1 Def:1)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/72/bbe94b48-691e-8c31-e784-ff247d9cef45_1280x720.mp4,McGee REBOUND (Off:1 Def:2)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/86/0fdcb882-bd51-034b-c2f9-77cba23ff6f2_1280x720.mp4,Durant REBOUND (Off:0 Def:2)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/89/b1f1f13b-9d92-1734-983b-d1b32209f7ef_1280x720.mp4,Iguodala REBOUND (Off:0 Def:3)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/93/8f546407-4f85-db91-8323-1e9a90788ae3_1280x720.mp4,Durant REBOUND (Off:0 Def:3)
https://videos.nba.com/nba/pbp/media/2015/04/19/0041400111/3/1c31ac44-710d-abfa-c677-38d3224eb33e_1280x720.mp4,Smith REBOUND (Off:1 Def:0)
