link,title
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/9/8ecdc703-0575-9425-944e-75222a1dad19_1280x720.mp4,MISS Mills 9' Driving Floating Jump Shot#@#Green BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2018/04/14/0041700151/441/9d38f680-cd62-14ca-a13d-5362fddb8195_1280x720.mp4,MISS Aldridge 7' Driving Layup#@#West BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2018/04/16/0041700152/53/ac0e066f-5bec-2151-15f8-159f14451ac2_1280x720.mp4,MISS Moore 14' Floating Jump Shot#@#Bell BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/15/0041600111/426/bf1d4655-bf31-2a73-28a3-ed58fbd7df72_1280x720.mp4,MISS Seraphin 2' Layup#@#Love BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/15/0041600111/498/401195dc-a901-da0a-fa2e-420f4903f9b9_1280x720.mp4,MISS Teague 8' Driving Floating Jump Shot#@#Irving BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/2/3f0aba2f-c511-2995-debd-41504d3a8077_1280x720.mp4,MISS Young 6' Floating Jump Shot#@#James BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/28/a5ff57fc-9625-40cd-f7f2-fcd4dec2f81a_1280x720.mp4,MISS Turner 2' Cutting Layup Shot#@#Thompson BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/50/cf9a3459-95e3-7a78-d650-23774e03e0e9_1280x720.mp4,MISS Ellis 4' Jump Shot#@#Thompson BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/55/d48d2b35-0b77-7702-a796-1be5105c1b06_1280x720.mp4,MISS Turner 2' Layup#@#James BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/157/c321afd8-5b5f-2542-f810-441d4cd4f7ed_1280x720.mp4,MISS Stephenson 6' Pullup Jump Shot#@#Frye BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/261/10b9070b-96a7-f732-34f6-4da6503dbc42_1280x720.mp4,MISS Teague 3' Driving Layup#@#James BLOCK (3 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/455/6d241b1a-49ed-54f2-3e10-c611593f8511_1280x720.mp4,MISS Teague 8' Pullup Jump Shot#@#Love BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/17/0041600112/531/1289b8b8-773d-1e0f-bfe3-0516fd27fdc8_1280x720.mp4,MISS Turner 2' Driving Layup#@#James BLOCK (4 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/39/7c681976-865b-8904-3c47-20f3e1a760aa_1280x720.mp4,MISS Young 4' Cutting Layup Shot#@#Thompson BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/237/1fc96434-21c3-fba7-151f-a2f21b39fe68_1280x720.mp4,MISS Turner Cutting Layup Shot#@#James BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/325/cdc0686e-cae6-8a20-dde3-6f6875796751_1280x720.mp4,MISS Seraphin 1' Layup#@#Thompson BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/331/09906849-e7ff-f5bc-7a0b-58b867069215_1280x720.mp4,MISS George 20' Jump Shot#@#James BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/367/a61d4d02-6398-91e4-9ce3-a6f6bc3f0248_1280x720.mp4,MISS George 28' 3PT Jump Shot#@#Thompson BLOCK (3 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/480/51e7d3b7-69dd-f7d7-efa8-e4b901cf738c_1280x720.mp4,MISS George 17' Jump Shot#@#Shumpert BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/20/0041600113/490/e65e96ac-ecd0-b36e-dd12-5c76089de775_1280x720.mp4,MISS Teague 8' Jump Shot#@#Dero. Williams BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/93/d73a2cda-8303-ab53-db6e-afa0533e9113_1280x720.mp4,MISS George 1' Layup#@#Love BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/111/5b12c638-4b07-01a0-5c62-a4fbecb6aff0_1280x720.mp4,MISS Teague 15' Jump Shot#@#Irving BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/158/dd1d7d87-8e02-c586-9e1b-a8758f36723e_1280x720.mp4,MISS Seraphin Putback Layup#@#Frye BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/272/cd2f70d9-d1af-7a80-a722-6d2a40abe00c_1280x720.mp4,MISS Young 2' Driving Layup#@#Irving BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/323/f6a6d04a-fec2-275e-2f3b-0099f0ae8f1f_1280x720.mp4,MISS Young 1' Running Layup#@#James BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/334/677e7b46-9bb1-3e7d-3b04-538a4ebd2550_1280x720.mp4,MISS George 1' Layup#@#Smith BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/365/d12d0a95-a357-124c-a329-5ae963cdc125_1280x720.mp4,MISS George 2' Driving Layup#@#James BLOCK (2 BLK)
https://videos.nba.com/nba/pbp/media/2017/04/23/0041600114/391/46ce5039-292a-79ef-229d-9c987323cbf3_1280x720.mp4,MISS Teague 4' Jump Shot#@#Irving BLOCK (3 BLK)
https://videos.nba.com/nba/pbp/media/2017/05/01/0041600211/6/910c146c-f789-d9dc-39c1-95fb197b12ba_1280x720.mp4,MISS Valanciunas 8' Turnaround Hook Shot#@#Love BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/05/01/0041600211/292/6c729419-dcd6-9366-e823-7d3c84ef6ddf_1280x720.mp4,MISS DeRozan 1' Driving Layup#@#James BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/05/01/0041600211/524/6ecce827-3e0e-6dd6-cfc3-8320ea98297f_1280x720.mp4,MISS Poeltl 1' Cutting Layup Shot#@#Derr. Williams BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/05/01/0041600211/562/25e4c9ee-8dd0-8179-3341-44f4a1855882_1280x720.mp4,MISS Wright 3' Layup#@#Frye BLOCK (1 BLK)
https://videos.nba.com/nba/pbp/media/2017/05/03/0041600212/2/062d360e-98b7-6061-5cdb-13f55c18cff9_1280x720.mp4,MISS Patterson 2' Driving Layup#@#James BLOCK (1 BLK)
